State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Work not awarded/ Ongoing/ Financially completed,New scheme/ Retrofit/ Augmentation,SVS/ MVS/ Bulk Water Schemes,FHTCS planned,FHTCS provided,Ground/ Surface water/ Bulk Water Based/ Other,Un-verified status,NRDWP/ State and Others/ JJM-PWS/ JJM-Non-PWS,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physically completed/ Ongoing but physically not completed/ Work order not issued,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8238367,Bijwa JJM scheme,42.21,2020-2021,26-11-2020,23-08-2021,27-03-2023,31-07-2025,42.21,0,42.21,20.39576,10.19788,20.39576,10.19788,Ongoing,New PWS scheme,SVS,6,80,Ground water based,,JJM-PWS,PWS Schemes,41.34,19.038,4.134,100,Physically completed,July,2022,June,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dhar,30139596,Rangoan PWSS,120.5704,2022-2023,01-04-2022,23-01-2023,07-03-2025,31-03-2025,120.5704,0,120.5704,114.09332,57.04667,114.09332,57.04667,Ongoing,New PWS scheme,SVS,247,247,Ground water based,,JJM-PWS,PWS Schemes,120.57,54.256,12.057,100,Physically completed,July,2023,October,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30250084,LALGAON_AN,1.5,2020-2021,27-01-2021,16-11-2022,11-11-2024,31-03-2025,1.5,0,1.5,1.5,0,1.5,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,100,Physically completed,,,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Indore,8389506,UTEDIYA PWSS SCHEME,36.62,2020-2021,28-01-2021,10-06-2021,02-12-2024,31-12-2024,36.62,0,36.62,18.69799,10.7555,18.69799,10.7555,Ongoing,New PWS scheme,SVS,81,81,Ground water based,,JJM-PWS,PWS Schemes,36.62,16.479,3.662,100,Physically completed,October,2024,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Betul,30246100,JAMUKHEDA JJM,26.13,2022-2023,05-05-2022,23-11-2022,22-04-2025,30-04-2025,26.13,0,26.13,16.31346,8.55207,16.31346,8.55207,Ongoing,New PWS scheme,SVS,84,53,Ground water based,,JJM-PWS,PWS Schemes,26.13,12.412,1.306,100,Physically completed,April,2025,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,30077057,Mehatwada_RETRO,202.76,2021-2022,19-08-2021,28-04-2022,,02-03-2025,202.76,0,202.76,192.99782,91.242,192.99782,91.242,Ongoing,retrofit/ Augmentation,SVS,59,20,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,202.76,91.242,20.276,90,Ongoing but physically not completed,July,2024,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SATNA,30075686,PADRAUT JJM New PWSS Civil,78.73,2021-2022,30-07-2021,26-05-2022,18-06-2024,30-06-2024,78.73,0,78.73,70.84962,35.42481,70.84962,35.42481,Ongoing,New PWS scheme,SVS,250,252,Ground water based,,JJM-PWS,PWS Schemes,78.73,35.428,7.873,100,Physically completed,September,2023,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,8301607,HARIJAN BASTI RICHHARIKALAN ANGANWADI KENDRA,1.66,2021-2022,21-12-2020,01-04-2021,01-03-2023,30-04-2024,1.66,0,1.66,1.2286,0.6143,1.2286,0.6143,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.83,0,100,Physically completed,,,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8356189,PS ganj karara,1.74,2021-2022,01-03-2021,12-04-2021,04-02-2024,08-02-2024,1.1,0,1.1,1.1,0.55,1.1,0.55,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.87,0,100,Physically completed,,,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Bhopal,8331966,SUKALIYA   MS,2.34,2020-2021,30-12-2020,18-06-2021,24-09-2024,30-11-2024,2.34,0,2.34,1.59715,0.45934,1.59715,0.45934,Ongoing,New PWS scheme,SVS,0,58,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.17,0,100,Physically completed,January,2023,January,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division BALAGHAT,30219679,MURKUDA PWSS,87.78,2022-2023,30-12-2022,06-09-2023,,30-06-2025,87.78,0,87.78,86.77865,39.43042,86.77865,39.43042,Ongoing,New PWS scheme,SVS,282,239,Ground water based,,JJM-PWS,PWS Schemes,87.78,39.501,8.778,70,Ongoing but physically not completed,March,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ujjain,8373735,GOGAPUR (MAHIDPUR ROAD) RETROFFITING SCHEME,1.91104,2021-2022,22-06-2021,03-07-2021,18-06-2024,31-12-2025,1.91104,0,1.91104,0.79621,0.39811,0.79621,0.39811,Ongoing,New PWS scheme,SVS,560,0,Ground water based,,JJM-PWS,PWS Schemes,1.911,0.86,0.191,100,Physically completed,,,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Ujjain (E&M) Division,30237939,Taparpura New Scheme,25.57,2020-2021,27-08-2020,30-05-2023,,30-06-2025,25.57,0,25.57,2.66457,1.33229,2.66457,1.33229,Ongoing,New PWS scheme,SVS,44,0,Ground water based,,JJM-PWS,PWS Schemes,25.57,11.507,2.557,0,Ongoing but physically not completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30250759,CHICHOLI DHANA_MS,1.81,2020-2021,27-01-2021,17-04-2023,11-11-2024,12-11-2024,1.81,0,1.81,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.905,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8315238,GUDA ANGANWADI,0.88,2020-2021,22-02-2021,08-03-2021,30-06-2021,30-06-2023,0.88,0,0.88,0.87,0.44,0.87,0.44,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.44,0,39,Physically completed,,,August,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division JABALPUR,8127066,DEVRI SAHAJPURA PWSS,24.4224,2020-2021,29-07-2020,08-10-2020,04-01-2024,30-06-2024,24.4224,0,24.4224,8.60698,6.15929,8.60698,6.15929,Ongoing,retrofit/ Augmentation,SVS,116,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,24.422,10.99,2.442,100,Physically completed,,,July,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,30245410,RABADGHATI_PWSS,54.05,2023-2024,05-07-2023,08-09-2023,,31-12-2025,54.05,0,54.05,20.00351,10.00175,20.00351,10.00175,Ongoing,New PWS scheme,SVS,105,8,Ground water based,,JJM-PWS,PWS Schemes,54.05,25.673,2.703,70,Ongoing but physically not completed,February,2024,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,30146131,BHAINSA PWSS,52.42,2022-2023,24-05-2022,26-12-2022,,30-12-2024,52.42,0,52.42,22.419,11.2095,22.419,11.2095,Ongoing,New PWS scheme,SVS,247,131,Ground water based,,JJM-PWS,PWS Schemes,52.42,24.899,2.621,0,Ongoing but physically not completed,December,2024,May,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8378982,PS MACHCHHANDRI,1.11,2021-2022,12-03-2021,01-04-2021,04-02-2024,15-02-2024,0.9,0,0.9,0.9,0.45,0.9,0.45,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.555,0,100,Physically completed,,,April,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8301791,SUSWADA ANGANWADI A,0.91,2020-2021,22-02-2021,18-03-2021,,31-10-2021,0.91,0,0.91,0.9,0.455,0.9,0.455,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.455,0,25,Ongoing but physically not completed,,,October,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8356011,GPS Alipura,1.36,2021-2022,01-03-2021,12-04-2021,04-02-2024,05-02-2024,1.1,0,1.1,1.1,0.55,1.1,0.55,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.68,0,100,Physically completed,,,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,30146789,MOHAD PWSS,26.45,2022-2023,24-05-2022,14-10-2022,14-12-2023,31-08-2024,26.45,0,26.45,25.66129,11.9025,25.66129,11.9025,Ongoing,New PWS scheme,SVS,125,125,Ground water based,,JJM-PWS,PWS Schemes,26.45,11.902,2.645,100,Physically completed,June,2023,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,30237924,Baroli Naveen Scheme,142.06,2022-2023,27-08-2022,04-07-2023,,31-07-2025,142.06,0,142.06,108.32026,33.50493,108.32026,33.50493,Ongoing,New PWS scheme,SVS,545,417,Ground water based,,JJM-PWS,PWS Schemes,142.06,63.927,14.206,0,Ongoing but physically not completed,March,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30238071,KURANGLA JJM SCHEME,32.79,2023-2024,02-06-2023,11-03-2024,,31-12-2025,32.79,0,32.79,2.83352,1.31748,2.83352,1.31748,Ongoing,New PWS scheme,SVS,56,16,Ground water based,,JJM-PWS,PWS Schemes,32.79,14.755,3.279,10,Ongoing but physically not completed,October,2024,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8241544,Patalapani JJM scheme,88.32,2020-2021,26-11-2020,14-06-2021,01-03-2025,31-07-2025,88.32,0,88.32,53.66288,25.02483,53.66288,25.02483,Ongoing,New PWS scheme,SVS,242,256,Ground water based,,JJM-PWS,PWS Schemes,88.32,39.744,8.832,100,Physically completed,October,2022,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Indore,8206356,SANTER PWSS SCHEME,80.81,2020-2021,28-01-2021,06-02-2021,,30-09-2024,80.81,0,80.81,63.54906,36.3645,63.54906,36.3645,Ongoing,New PWS scheme,SVS,346,346,Ground water based,,JJM-PWS,PWS Schemes,80.81,36.364,8.081,80,Ongoing but physically not completed,July,2023,July,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,30046901,GHATIKHAS PWSS,230.5,2022-2023,24-12-2021,30-04-2022,23-08-2024,27-10-2025,230.5,0,230.5,188.65283,88.195,188.65283,88.195,Ongoing,New PWS scheme,SVS,244,553,Ground water based,,JJM-PWS,PWS Schemes,230.5,109.487,11.525,100,Physically completed,November,2024,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,7827498,BARGA (ODF) PWSS CM REVISED,79.63,2017-2018,30-12-2021,16-07-2018,31-05-2020,24-12-2024,70.88,0,70.88,75.74202,16.11862,66.99202,16.11862,Ongoing,retrofit/ Augmentation,SVS,258,201,Ground water based,,NRDWP,Ongoing and subsumed for Retrofit & Augmentation,0,39.815,0,92,Physically completed,July,2024,January,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30249244,SIREGAON_PS,2.4,2020-2021,20-01-2021,09-12-2022,,,2.4,0,2.4,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.2,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247785,KUA BADLA SCHOOL ANGANWADI JJM SCHEME,2.78,2022-2023,07-12-2022,24-05-2023,,30-11-2023,2.78,0,2.78,2.78,1.39,2.78,1.39,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.39,0,0,Ongoing but physically not completed,,,September,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Rewa (E&M) Division,8374187,DEORI PWSS (MECH),13.01,2020-2021,01-03-2021,06-08-2021,02-02-2024,30-09-2024,13.01,0,13.01,12.63128,6.31564,12.63128,6.31564,Ongoing,New PWS scheme,SVS,31,33,Ground water based,,JJM-PWS,PWS Schemes,13.01,5.854,1.301,100,Physically completed,September,2022,December,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247479,SEHRA PACHGOL KHAMAPUR SCHOOL AANGANWADI JJM SCHEME,2.75,2020-2021,06-01-2021,11-04-2023,,08-04-2025,2.75,0,2.75,2.75,1.375,2.75,1.375,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.375,0,0,Ongoing but physically not completed,,,June,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8255284,BONDAR PWSS (RETROFIT),63.34,2020-2021,28-09-2020,23-12-2020,22-03-2025,16-04-2025,63.34,0,63.34,62.53659,29.41918,62.53659,29.41918,Ongoing,retrofit/ Augmentation,SVS,2,16,Ground water based,,State and Others,State & Other completed and subsumed for Retrofit & Augmentation,63.34,30.087,3.167,100,Physically completed,October,2024,January,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division ANUPPUR,8336008,SCHOOL  AND AGANWADI  d,50.12,2021-2022,15-01-2021,14-05-2021,08-11-2024,31-12-2024,50.12,0,50.12,47.39617,23.77593,47.39617,23.77593,Ongoing,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,50.12,23.807,2.506,100,Physically completed,,,September,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Barwani,8255093,CHAKALYA SCH./AGN.JJM SCHEME,8.07,2020-2021,31-12-2020,08-02-2021,,31-03-2022,8.07,0,8.07,6.21896,1.66148,6.21896,1.66148,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,4.035,0,15,Ongoing but physically not completed,,,April,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,EE PHED BURHANPUR,8130045,DHAMANGAON RETRO PWSS,39.11,2020-2021,03-09-2020,18-09-2020,30-09-2021,30-04-2024,39.11,0,39.11,22.26285,9.42387,22.26285,9.42387,Ongoing,retrofit/ Augmentation,SVS,227,169,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,39.11,17.599,3.911,100,Physically completed,March,2021,January,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Barwani,30251389,SEMLI SCH/ANW SCHEME,16.01,2020-2021,22-02-2021,15-06-2021,,,16.01,0,16.01,0,0,0,0,Ongoing,New PWS scheme,SVS,10,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,8.005,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30011309,BIJORI FULLA JJM SCHEME,16.5,2020-2021,17-02-2021,17-09-2021,26-07-2023,02-08-2023,16.5,0,16.5,0,0,0,0,Ongoing,retrofit/ Augmentation,SVS,9,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,16.5,7.425,1.65,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8219357,MUDKI PWSS (RETROFIT),73.57,2020-2021,27-07-2020,07-01-2021,06-06-2023,31-10-2024,73.57,0,73.57,81.1407,21.91984,81.1407,21.91984,Ongoing,retrofit/ Augmentation,MVS,7,190,Ground water based,,State and Others,State & Other completed and subsumed for Retrofit & Augmentation,73.57,34.946,3.678,100,Physically completed,June,2023,December,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Datia,8321682,VEERPURA SCHOOL,1.2,2021-2022,23-11-2020,18-06-2021,,27-11-2021,1.2,0,1.2,1.15362,0.75362,1.15362,0.75362,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.6,0,100,Ongoing but physically not completed,,,March,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Sehore,30053611,AWAS COLONY (LAKHIYA) JJM PWSS NEW,18.41,2020-2021,18-11-2021,01-12-2021,,31-12-2023,18.41,0,18.41,0,0,0,0,Ongoing,New PWS scheme,SVS,68,0,Ground water based,,JJM-PWS,PWS Schemes,18.41,8.284,1.841,95,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8388013,ps singrawan khurd,4.3,2021-2022,01-04-2021,20-04-2021,,31-03-2022,4.3,0,4.3,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.15,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Panna,8328591,Govt UEGS Sanjaynagar kuwarpur,1.15364,2020-2021,23-01-2021,22-04-2021,27-09-2024,28-09-2024,0.7,0,0.7,0.7,0.35,0.7,0.35,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.577,0,100,Physically completed,,,August,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Gwalior,30222359,Kheriya NEW JJM PWSS,37.37,2022-2023,23-05-2022,29-09-2023,,30-09-2025,37.37,0,37.37,15.87158,3.32472,15.87158,3.32472,Ongoing,New PWS scheme,SVS,78,28,Ground water based,,JJM-PWS,PWS Schemes,37.37,16.816,3.737,90,Ongoing but physically not completed,September,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,8031094,DEVIT KHURD_PWSS (RETRO),45.75,2020-2021,28-08-2020,12-10-2020,29-05-2023,31-12-2024,45.75,0,45.75,29.05029,14.94971,29.05029,14.94971,Ongoing,retrofit/ Augmentation,SVS,111,25,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,45.75,21.731,2.288,100,Physically completed,June,2022,January,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Sehore,8213838,PARDI KHEDI,3,2020-2021,12-10-2020,26-02-2021,,31-12-2023,3,0,3,0,0,0,0,Ongoing,New PWS scheme,SVS,197,0,Ground water based,,JJM-PWS,PWS Schemes,3,1.35,0.3,20,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30247576,CHAWALPANI,4.45,2020-2021,06-01-2021,13-04-2023,,31-03-2024,4.45,0,4.45,4.45,0,4.45,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.225,0,0,Ongoing but physically not completed,,,January,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,30024837,GARDHA PWSS,27.03,2021-2022,21-12-2020,14-07-2021,14-12-2023,30-09-2024,27.03,0,27.03,18.06474,11.73977,18.06474,11.73977,Ongoing,retrofit/ Augmentation,SVS,124,239,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,27.03,12.164,2.703,100,Physically completed,September,2022,October,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8379200,govindpura egs,1.53,2021-2022,31-03-2021,06-04-2021,07-06-2023,21-06-2023,1.53,0,1.53,1.53,0.765,1.53,0.765,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.765,0,100,Physically completed,,,April,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Gwalior (E&M) Division,8376626,MECHENICAL PWSS KHORI PANCHAYT GEHTOLI PAHADGAD JJM,15.73,2021-2022,31-03-2021,01-04-2021,,31-07-2024,15.73,0,15.73,12.42357,7.66497,12.42357,7.66497,Ongoing,New PWS scheme,SVS,44,38,Ground water based,,JJM-PWS,PWS Schemes,15.73,7.079,1.573,6,Ongoing but physically not completed,July,2024,January,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30246775,CHIKHALIBALA SCHOOL AANGANWADI JJM SCHEME,1.51,2020-2021,06-01-2021,01-09-2021,,31-12-2025,1.51,0,1.51,1.51,0,1.51,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.755,0,0,Ongoing but physically not completed,,,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,8141504,KHARI JJM SCHEME,17.29,2020-2021,24-12-2019,02-02-2021,,31-08-2024,17.29,0,17.29,15.65682,1,15.65682,1,Ongoing,retrofit/ Augmentation,MVS,55,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,17.29,7.78,1.729,100,Ongoing but physically not completed,,,February,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Shajapur,8389871,AKYACHOUHANI RETRO PWS,132.62,2021-2022,17-02-2021,30-12-2021,25-09-2024,30-04-2025,132.62,0,132.62,132.62,61.3788,132.62,61.3788,Ongoing,retrofit/ Augmentation,MVS,526,466,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,132.62,59.679,13.262,100,Physically completed,September,2023,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khandwa,8222494,Billorabujurg pwss,65.88,2020-2021,21-12-2020,09-03-2021,07-08-2023,15-12-2024,65.88,0,65.88,52.32963,25.67209,52.32963,25.67209,Ongoing,retrofit/ Augmentation,SVS,97,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,65.88,29.646,6.588,100,Physically completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Ashok Nagar,8125069,dhora retroffiting,45.06,2020-2021,25-08-2020,16-09-2020,30-04-2022,31-03-2023,45.06,0,45.06,42.4198,17.98747,42.4198,17.98747,Ongoing,retrofit/ Augmentation,MVS,227,186,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,45.06,20.277,4.506,100,Physically completed,January,2021,February,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30238096,MEGHA SEONI_PS,2.4,2020-2021,07-11-2020,10-05-2022,,31-12-2024,2.4,0,2.4,2.4,1.2,2.4,1.2,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.2,0,0,Ongoing but physically not completed,,,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30234607,MEHNDAVEER SCHOOL,2.04,2022-2023,16-01-2023,17-03-2023,,17-06-2023,2.04,0,2.04,0,0,0,0,Ongoing,New PWS scheme,SVS,1,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.02,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division UMARIA,8366050,School  and  Aganwadi scheme (Manpur)1886 AA,21.7,2020-2021,20-07-2020,30-07-2021,11-10-2023,12-10-2023,13.6,0,13.6,13.6,6.8,13.6,6.8,Financially completed,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,10.85,0,100,Physically completed,,,March,2022,23-04-2025
