State Name,Division Name,SchemeId,Scheme Name,Estimated cost (in lakhs) as per work order,Sanction Year,SLSSC/ DWSSM meeting date (dd/mm/yyyy),Work order date (dd/mm/yyyy),Physical completion date,Tentative completion date,Derived estimated cost  (in lakhs),Total_inadmissible_cost  (in lakhs),Derived estimated cost after removing inadmisible cost loaded on JJM  (in lakhs),Total expenditure (in lakhs),Total central expenditure (in lakhs),Total expenditure (in lakhs) on or after 2019-20,Total central expenditure (in lakhs) on or after 2019-20,Work not awarded/ Ongoing/ Financially completed,New scheme/ Retrofit/ Augmentation,SVS/ MVS/ Bulk Water Schemes,FHTCS planned,FHTCS provided,Ground/ Surface water/ Bulk Water Based/ Other,Un-verified status,NRDWP/ State and Others/ JJM-PWS/ JJM-Non-PWS,Type of scheme,In-village infrastructure cost (in lakhs) (After financial authentication),Central share cost (in lakhs) (After financial authentication),Community contribution (in lakhs) (After financial authentication),Physical completion progress (In percentage),Physically completed/ Ongoing but physically not completed/ Work order not issued,Last FHTC reported Month,Last FHTC reported Year,Last Expenditure reported Month,Last Expenditure reported Year,Updated On
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Morena,8334319,MEHADORA ANGANWADI VEERAMPURA,1.5,2021-2022,21-12-2020,28-05-2021,,30-09-2021,1.5,0,1.5,0,0,0,0,Ongoing,New PWS scheme,SVS,0,1,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,0,Ongoing but physically not completed,November,2022,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Guna,8257772,RAJA HEDI  New Scheme,37.94,2020-2021,20-11-2020,15-03-2021,18-05-2023,31-12-2024,37.94,0,37.94,34.14481,17.073,34.14481,17.073,Ongoing,New PWS scheme,SVS,40,22,Ground water based,,JJM-PWS,PWS Schemes,37.94,17.073,3.794,100,Physically completed,November,2021,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Jhabua,30130016,New const.of pwss kasarbardi block pet.,224.25,2021-2022,30-12-2021,03-08-2022,,28-03-2025,224.25,0,224.25,102.34374,51.17188,102.34374,51.17188,Ongoing,New PWS scheme,SVS,488,472,Ground water based,,JJM-PWS,PWS Schemes,224.25,106.519,11.213,70,Ongoing but physically not completed,March,2025,July,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30217239,JAMUNIYA_JJM,62.97,2021-2022,27-08-2021,23-11-2022,,31-03-2025,62.97,0,62.97,47.92855,22.06428,47.92855,22.06428,Ongoing,retrofit/ Augmentation,SVS,151,0,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,62.97,28.337,6.297,52,Ongoing but physically not completed,,,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30157575,PAYALI JJM SCHEME,29.57,2020-2021,12-03-2021,20-12-2022,,31-12-2025,29.57,0,29.57,29.57,13.306,29.57,13.306,Ongoing,New PWS scheme,SVS,186,27,Ground water based,,JJM-PWS,PWS Schemes,29.57,13.306,2.957,0,Ongoing but physically not completed,November,2024,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8341813,Barbaspur (School/Aganwadi),4.25,2021-2022,24-12-2020,21-06-2021,,31-12-2024,4.25,0,4.25,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.125,0,85,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8325571,ARROD A,0.91,2021-2022,22-02-2021,05-05-2021,,30-09-2021,0.91,0,0.91,0.9,0.455,0.9,0.455,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.455,0,25,Ongoing but physically not completed,,,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30129707,SITAPAR_MS,2.36,2021-2022,07-07-2020,14-09-2021,22-11-2023,17-12-2024,2.36,0,2.36,2.36,1.18,2.36,1.18,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.18,0,100,Physically completed,,,November,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,30237366,DIGWAD ANGANWADI,1.53,2022-2023,26-08-2022,14-11-2022,,31-03-2024,1.53,0,1.53,1.53,0.765,1.53,0.765,Ongoing,New PWS scheme,SVS,4,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.765,0,0,Ongoing but physically not completed,,,February,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,8325557,MAKNA KA PURA ANGANWADI,0.91,2021-2022,22-02-2021,05-05-2021,,27-04-2023,0.91,0,0.91,0,0,0,0,Ongoing,New PWS scheme,SVS,0,20,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.455,0,0,Ongoing but physically not completed,April,2023,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Rewa (E&M) Division,8372147,ROR PWSS (MECH),19.31,2020-2021,18-12-2020,22-03-2021,,20-09-2023,19.31,0,19.31,16.42619,8.2131,16.42619,8.2131,Ongoing,New PWS scheme,SVS,45,35,Ground water based,,JJM-PWS,PWS Schemes,19.31,8.689,1.931,25,Ongoing but physically not completed,August,2022,July,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30251012,KHAPAR KHEDA_PS,1.81,2020-2021,15-01-2021,26-05-2023,11-11-2024,12-11-2024,1.81,0,1.81,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.905,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Neemuch,8371362,PS Mata Ka Kheda (Amba),2.2,2021-2022,09-03-2021,08-04-2021,31-10-2021,31-03-2022,2.2,0,2.2,1.8,0.9,1.8,0.9,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.1,0,100,Physically completed,,,October,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8381782,MS JAITUPURA,1.29,2021-2022,17-02-2021,01-04-2021,04-02-2024,07-02-2024,0.9,0,0.9,0.9,0.45,0.9,0.45,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.645,0,100,Physically completed,,,June,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Vidisha,30159278,NAYANAGAR (NEW SVS),34.26,2022-2023,30-08-2022,17-05-2023,,30-06-2025,34.26,0,34.26,20.45408,8.14792,20.45408,8.14792,Ongoing,New PWS scheme,SVS,98,50,Ground water based,,JJM-PWS,PWS Schemes,34.26,15.417,3.426,45,Ongoing but physically not completed,August,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Betul,8015774,HARNYA JJM,102.28,2020-2021,06-07-2020,16-07-2020,31-05-2021,30-06-2024,102.28,0,102.28,89,41.82097,89,41.82097,Ongoing,New PWS scheme,SVS,376,42,Ground water based,,JJM-PWS,PWS Schemes,102.28,46.026,10.228,100,Physically completed,March,2024,October,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Bhopal,8339751,NAZIRABAD  AGANWADI,1.83,2020-2021,30-12-2020,15-06-2021,23-08-2024,31-10-2024,1.83,0,1.83,1.83,0.915,1.83,0.915,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.915,0,100,Physically completed,,,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division UMARIA,30234329,SEWAI PWSS Scheme,35.17,2021-2022,30-09-2021,06-10-2023,,30-06-2025,35.17,0,35.17,7.58719,1.5,7.58719,1.5,Ongoing,New PWS scheme,SVS,57,26,Ground water based,,JJM-PWS,PWS Schemes,35.17,16.706,1.759,65,Ongoing but physically not completed,August,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division UMARIA,30234518,GADHRAULA PWS SCHEME,32.87,2021-2022,30-09-2021,04-08-2023,,31-03-2025,32.87,0,32.87,4,4,4,4,Ongoing,New PWS scheme,SVS,71,0,Ground water based,,JJM-PWS,PWS Schemes,32.87,15.613,1.643,70,Ongoing but physically not completed,,,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SATNA,30108294,Beohari JJM New Civil,26.33,2021-2022,22-11-2021,16-05-2022,10-06-2024,30-06-2024,26.33,0,26.33,23.63728,11.81865,23.63728,11.81865,Ongoing,New PWS scheme,SVS,92,92,Ground water based,,JJM-PWS,PWS Schemes,26.33,11.848,2.633,100,Physically completed,July,2023,November,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Gwalior (E&M) Division,8360227,MOHANPUR KALAN New Scheme mech.,14,2020-2021,10-02-2021,02-03-2021,26-05-2023,31-08-2024,14,0,14,13.75417,6.8771,13.75417,6.8771,Ongoing,New PWS scheme,SVS,45,40,Ground water based,,JJM-PWS,PWS Schemes,14,6.3,1.4,100,Physically completed,July,2022,October,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8343705,Mohtara (B) (School/Aganwadi),16.94,2021-2022,24-12-2020,07-06-2021,19-11-2024,31-03-2025,16.94,0,16.94,16.94,7.53669,16.94,7.53669,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,8.47,0,100,Physically completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Ujjain (E&M) Division,8209905,PALKHANDA RETRFITTING SCHEME,35.45,2020-2021,02-02-2021,15-02-2021,30-11-2022,31-12-2025,35.45,0,35.45,30.11933,16.13458,30.11933,16.13458,Ongoing,New PWS scheme,SVS,145,90,Ground water based,,JJM-PWS,PWS Schemes,35.45,15.953,3.545,100,Physically completed,September,2022,December,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Harda,8334086,aaganwadi JJM Pokharni,1.19,2020-2021,20-11-2020,24-05-2021,05-06-2023,31-12-2023,1.19,0,1.19,1,0.5,1,0.5,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.595,0,100,Physically completed,,,August,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SATNA,8358899,609 ( SCHOOL BLOCK UNCHERA),39,2021-2022,03-02-2021,06-07-2021,,31-12-2021,39,0,39,6,3,6,3,Ongoing,New PWS scheme,MVS,18,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,19.5,0,0,Ongoing but physically not completed,,,January,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division JABALPUR,30044303,SAHADRA RETRO,49.4596,2020-2021,12-08-2020,03-07-2021,,31-12-2024,49.4596,0,49.4596,34.12201,17.06101,34.12201,17.06101,Ongoing,retrofit/ Augmentation,SVS,245,140,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,49.46,23.494,2.473,99,Ongoing but physically not completed,October,2024,March,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SEONI,30233539,NEW PWSS VILLAGE NAYEGAON,107.44,2021-2022,15-02-2022,03-07-2023,,31-03-2026,107.44,0,107.44,94.12756,34.31246,94.12756,34.31246,Ongoing,New PWS scheme,SVS,245,208,Ground water based,,JJM-PWS,PWS Schemes,107.44,48.348,10.744,0,Ongoing but physically not completed,February,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8339314,choura mal mv school /Anganwadi,4.48,2020-2021,29-01-2021,10-03-2021,,31-03-2025,4.48,0,4.48,4.48,2.24,4.48,2.24,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,2.24,0,85,Ongoing but physically not completed,,,October,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8357399,Gadhi F.V. (School/Aganwadi),7.52,2021-2022,24-12-2020,20-07-2021,,31-12-2024,7.52,0,7.52,6.64356,2.83065,6.64356,2.83065,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,3.76,0,80,Ongoing but physically not completed,,,October,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division SHAHDOL,30232437,PIPARIYA,34.9,2022-2023,26-08-2022,29-09-2023,,25-03-2025,34.9,0,34.9,16.48395,1.99011,16.48395,1.99011,Ongoing,New PWS scheme,SVS,100,20,Ground water based,,JJM-PWS,PWS Schemes,34.9,15.705,3.49,10,Ongoing but physically not completed,March,2024,February,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Dewas,8127518,OLAMBA RETRO PWSS,28.45,2020-2021,08-07-2020,08-07-2020,17-08-2023,31-12-2024,28.45,0,28.45,27.19824,12.37555,27.19824,12.37555,Ongoing,retrofit/ Augmentation,SVS,30,19,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,28.45,12.803,2.845,100,Physically completed,November,2021,May,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sardarpur,30160094,BEHADADA JJM NEW PWSS,128.57,2022-2023,09-12-2022,04-10-2023,,31-03-2028,128.57,0,128.57,72.80099,36.11738,72.80099,36.11738,Ongoing,New PWS scheme,SVS,330,210,Ground water based,,JJM-PWS,PWS Schemes,128.57,61.071,6.428,35,Ongoing but physically not completed,January,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30250222,MANGURLI_PS,3.49,2020-2021,25-01-2021,10-10-2022,27-11-2024,28-11-2024,3.49,0,3.49,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.745,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Datia,30051590,KHIRIYA FAIJULLA NEW PWSS SCHEME 2022,63.48,2022-2023,25-05-2022,10-06-2022,,20-03-2025,63.48,0,63.48,56.90968,27.75618,56.90968,27.75618,Ongoing,New PWS scheme,SVS,188,175,Ground water based,,JJM-PWS,PWS Schemes,63.48,28.566,6.348,75,Ongoing but physically not completed,July,2024,February,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Rewa (E&M) Division,30007280,JODAWARPUR(204) PWSS (M),14.22,2020-2021,31-03-2021,25-06-2021,,30-09-2023,14.22,0,14.22,7.42891,3.71446,7.42891,3.71446,Ongoing,New PWS scheme,SVS,60,21,Ground water based,,JJM-PWS,PWS Schemes,14.22,6.399,1.422,0,Ongoing but physically not completed,August,2023,September,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8345018,Pathapur ps,4.15,2021-2022,12-03-2021,01-04-2021,04-02-2024,05-02-2024,3,0,3,3,1.5,3,1.5,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,2.96,1.927,0.296,100,Physically completed,,,September,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division DINDORI,8339463,Jhagrehta Vangram (School/Aganwadi),9.1,2020-2021,24-12-2020,20-05-2021,,31-03-2025,9.1,0,9.1,9.1,1.55933,9.1,1.55933,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,4.55,0,25,Ongoing but physically not completed,,,October,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sheopur,30142324,Talavada Naveen Scheme ,93.82,2022-2023,30-11-2021,09-01-2023,,31-03-2025,93.82,0,93.82,65.78579,26.73028,65.78579,26.73028,Ongoing,New PWS scheme,SVS,195,198,Ground water based,,JJM-PWS,PWS Schemes,93.82,42.219,9.382,0,Ongoing but physically not completed,February,2025,February,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30246906,BAICHAPAR SCHOOL ANGANWADI JJM SCHEME,2.75,2020-2021,06-01-2021,23-07-2021,,23-10-2021,2.75,0,2.75,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.375,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division NARSINGHPUR,7753060,RANI PIPARIYA PWSS (ODF),62.8,2017-2018,17-11-2017,02-11-2017,30-11-2024,31-12-2024,24.6499,0,24.6499,27.1118,11,24.6499,10,Ongoing,New PWS scheme,SVS,252,68,Ground water based,,NRDWP,Ongoing and not taken for Retrofit & Augmentation (NRDWP schemes where expenditure booked since launch of JJM),0,0,0,100,Physically completed,February,2024,June,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Rajgarh,8364032,brahamankheda primary school,1.53,2021-2022,31-03-2021,06-04-2021,08-06-2023,21-06-2023,1.52999,0,1.52999,1.52999,0.76499,1.52999,0.76499,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.765,0,100,Physically completed,,,April,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30246941,SINGODI SCHOOL AANGANWADI JJM SCHEME,2.75,2020-2021,06-01-2021,23-07-2021,,23-10-2021,2.75,0,2.75,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,1.375,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8365927,PS KHAJJU KA PURWA,1,2021-2022,12-03-2021,01-04-2021,03-02-2024,15-02-2024,0.8,0,0.8,0.8,0.4,0.8,0.4,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.5,0,100,Physically completed,,,November,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Tikamgarh,8048070,RETEOFITTING DHARAMPURA,46.89,2020-2021,25-07-2020,06-10-2020,08-01-2024,31-03-2025,46.89,0,46.89,35.40601,22.93934,35.40601,22.93934,Ongoing,retrofit/ Augmentation,SVS,103,75,Ground water based,,State and Others,State & Other completed and subsumed for Retrofit & Augmentation,46.89,21.101,4.689,100,Physically completed,May,2023,July,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division KATNI,8127776,CHHAPARA RETROFITTING SCHEME,82.15,2020-2021,07-08-2020,15-07-2021,16-01-2024,30-06-2024,82.15,0,82.15,73.91294,36.95647,73.91294,36.95647,Ongoing,retrofit/ Augmentation,SVS,487,343,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,82.15,36.968,8.215,100,Physically completed,May,2022,August,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Guna,8069110,GWARKHEDA  Rettro Fitt.,16.62,2020-2021,08-07-2020,04-09-2020,31-05-2021,30-06-2024,16.62,0,16.62,18.36301,10.41757,18.36301,10.41757,Ongoing,retrofit/ Augmentation,SVS,113,118,Ground water based,,NRDWP,NRDWP completed and subsumed for Retrofit & Augmentation,16.62,7.479,1.662,100,Physically completed,January,2021,October,2021,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Betul,30234609,BADALPUR JJM,90.17,2022-2023,04-01-2023,08-08-2023,,31-12-2025,90.17,0,90.17,73.52046,32.50682,73.52046,32.50682,Ongoing,New PWS scheme,SVS,221,227,Bulk water based,,JJM-PWS,PWS Schemes,90.17,40.577,9.017,0,Ongoing but physically not completed,April,2025,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8385371,DHADARI AANGANWADI,1.99,2021-2022,12-03-2021,01-04-2021,08-02-2024,09-02-2024,0,0,0,0,0,0,0,Financially completed,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.995,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Morena,8333257,KONTHARKHURD GOVT PS KONTHAR KHURD,1.5,2021-2022,21-12-2020,28-05-2021,,31-07-2021,1.5,0,1.5,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.75,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Khargone,8212081,1088_School_Ang_PWSS,36.8,2020-2021,29-12-2020,04-03-2021,,31-12-2024,36.8,0,36.8,15.35615,6.20049,15.35615,6.20049,Ongoing,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,18.4,0,25,Ongoing but physically not completed,,,April,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sagar,30134103,Jaitpur_Retrofitting,101.9,2021-2022,16-03-2022,01-11-2022,,30-06-2025,101.9,0,101.9,100.81404,42.89525,100.81404,42.89525,Ongoing,New PWS scheme,SVS,450,284,Ground water based,,JJM-PWS,PWS Schemes,101.9,45.855,10.19,50,Ongoing but physically not completed,August,2024,March,2025,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division UMARIA,8370927,Aganwadi scheme (karkeli)1901 and 1900 AA,69.72,2020-2021,20-07-2020,05-08-2021,11-10-2023,12-10-2023,69.72,0,69.72,69.72,33.32166,69.72,33.32166,Financially completed,New PWS scheme,MVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,34.86,0,100,Physically completed,,,October,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division ANUPPUR,30218866,THOOTHI PWSS,31.26,2022-2023,28-12-2022,01-03-2023,15-04-2025,16-04-2025,31.26,0,31.26,26.1001,13.05005,26.1001,13.05005,Ongoing,New PWS scheme,SVS,88,81,Ground water based,,JJM-PWS,PWS Schemes,31.26,14.067,3.126,100,Physically completed,June,2024,September,2024,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division CHHINDWARA,30251017,UMARA MAKTA_PS,1.81,2020-2021,15-01-2021,26-05-2023,11-11-2024,12-11-2024,1.81,0,1.81,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.905,0,100,Physically completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Divivsion Betul,30049500, KHAPA RAIYAT JJM..,31.15,2020-2021,12-08-2021,26-12-2021,18-03-2024,30-10-2024,31.15,0,31.15,25.536,12.768,25.536,12.768,Ongoing,New PWS scheme,SVS,113,113,Ground water based,,JJM-PWS,PWS Schemes,31.15,14.796,1.558,100,Physically completed,August,2024,July,2022,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Sagar,8391033,Jaitpur_Retrofitting,93.19,2021-2022,01-12-2020,01-07-2021,17-02-2024,31-03-2025,93.19,0,93.19,38.72504,20.70346,38.72504,20.70346,Ongoing,retrofit/ Augmentation,SVS,496,145,Ground water based,,State and Others,State & Other completed and subsumed for Retrofit & Augmentation,93.19,41.935,9.319,100,Physically completed,May,2023,June,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division PARASIA,30235920,Govt. PS Tiggi Tola,1.89,2022-2023,16-01-2023,17-03-2023,08-12-2023,31-12-2023,1.89,0,1.89,1.89,0.945,1.89,0.945,Ongoing,New PWS scheme,SVS,1,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.945,0,100,Physically completed,,,July,2023,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Chhatarpur,8353924,PS BARO,0.44,2021-2022,12-03-2021,01-04-2021,,22-12-2022,0.44,0,0.44,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Surface water based,,JJM-PWS,Exclusive schools/ AWC,0,0.22,0,0,Ongoing but physically not completed,,,,,23-04-2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhya Pradesh,E.E. PHED Division Tikamgarh,8260005,GMS Mastapur,1.05,2020-2021,11-01-2021,18-01-2021,,31-03-2022,1.05,0,1.05,0,0,0,0,Ongoing,New PWS scheme,SVS,0,0,Ground water based,,JJM-PWS,Exclusive schools/ AWC,0,0.525,0,0,Ongoing but physically not completed,,,,,23-04-2025
